,city_fixed,address_fixed,full_2,full_3
11367,Тернопіль Школа №18,Тернопіль 14 , Тернопільська область  м. Тернопіль  просп. Степана Бандери  14 , м. Тернопіль  просп. Степана Бандери  14 
11368,Тернопіль Школа №19,Тернопіль 2 , Тернопільська область  м. Тернопіль  вул. Братів Бойчуків  2 , м. Тернопіль  вул. Братів Бойчуків  2 
11369,Тернопіль Школа №20,Тернопіль 4 , Тернопільська область  м. Тернопіль  вул. Братів Бойчуків  4 , м. Тернопіль  вул. Братів Бойчуків  4 
11370,Тернопіль Школа №21,Тернопіль 51 , Тернопільська область  м. Тернопіль  просп. Проспект Злуки  51 , м. Тернопіль  просп. Проспект Злуки  51 
11371,Тернопіль Школа №22,Тернопіль 8 , Тернопільська область  м. Тернопіль  вул. Петлюри  8 , м. Тернопіль  вул. Петлюри  8 
11372,Тернопіль Школа №23,Тернопіль 3 , Тернопільська область  м. Тернопіль  вул. Чубинського  3 , м. Тернопіль  вул. Чубинського  3 
11373,Тернопіль Школа №24,Тернопіль 30 , Тернопільська область  м. Тернопіль  вул. Живова  30 , м. Тернопіль  вул. Живова  30 
11374,Тернопіль Школа №25,Тернопіль 26 , Тернопільська область  м. Тернопіль  вул. Хліборобна  26 , м. Тернопіль  вул. Хліборобна  26 
11375,Тернопіль Школа №26,Тернопіль 9 , Тернопільська область  м. Тернопіль  б-р Куліша  9 , м. Тернопіль  б-р Куліша  9 
11376,Тернопіль Школа №27,Тернопіль 7 , Тернопільська область  м. Тернопіль  б-р П.Куліша  7 , м. Тернопіль  б-р П.Куліша  7 
11377,Тернопіль Школа №28,Тернопіль 8 , Тернопільська область  м. Тернопіль  б-р Дмитра Вишневецького  8 , м. Тернопіль  б-р Дмитра Вишневецького  8 
11378,Тернопіль Школа №29,Тернопіль 10 , Тернопільська область  м. Тернопіль  б-р Вишневецького  10 , м. Тернопіль  б-р Вишневецького  10 
11379,Тернопіль ДНЗ №30,Тернопіль 46 , Тернопільська область  м. Тернопіль  вул. Калинова  46 , м. Тернопіль  вул. Калинова  46 
11382,Тернопіль Школа №7,Тернопіль 6 , Тернопільська область  м. Тернопіль  вул. Василя Стуса  6 , м. Тернопіль  вул. Василя Стуса  6 
11383,Тернопіль Школа №28,Тернопіль 10 , Тернопільська область  м. Тернопіль  вул. Братів Бойчуків  10 , м. Тернопіль  вул. Братів Бойчуків  10 
11384,Тернопіль Школа №32,Тернопіль 46 , Тернопільська область  м. Тернопіль  вул. Бригадна  46 , м. Тернопіль  вул. Бригадна  46 
11385,Тернопіль Школа №35,Тернопіль 26/А , Тернопільська область  м. Тернопіль  вул. С. Будного  26/А , м. Тернопіль  вул. С. Будного  26/А 
12127,Ужгород Школа №2,Ужгород 43 , Закарпатська область  м. Ужгород  вул. Підгірна  43 , м. Ужгород  вул. Підгірна  43 
12128,Ужгород Школа №9,Ужгород 15 , Закарпатська область  м. Ужгород  пл. Шандора Петефі  15 , м. Ужгород  пл. Шандора Петефі  15 
12129,Ужгород Школа №1,Ужгород 4 , Закарпатська область  м. Ужгород  вул. Висок а  4 , м. Ужгород  вул. Висок а  4 
12130,Ужгород Школа №14,Ужгород 12 , Закарпатська область  м. Ужгород  вул. Тімірязєва  12 , м. Ужгород  вул. Тімірязєва  12 
12131,Ужгород Школа №13,Ужгород 23 , Закарпатська область  м. Ужгород  вул. Дендеші  23 , м. Ужгород  вул. Дендеші  23 
12132,Ужгород Школа №3,Ужгород 19 , Закарпатська область  м. Ужгород  наб. Незалежності  19 , м. Ужгород  наб. Незалежності  19 
12133,Ужгород Школа №4,Ужгород 10 , Закарпатська область  м. Ужгород  пл. Жупанатська  10 , м. Ужгород  пл. Жупанатська  10 
12134,Ужгород Школа №5,Ужгород 16 , Закарпатська область  м. Ужгород  наб. Київська  16 , м. Ужгород  наб. Київська  16 
12135,Ужгород Школа №6,Ужгород 22 , Закарпатська область  м. Ужгород  вул. Польова  22 , м. Ужгород  вул. Польова  22 
12136,Ужгород Школа №7,Ужгород 41 , Закарпатська область  м. Ужгород  вул. Дворжака  41 , м. Ужгород  вул. Дворжака  41 
12137,Ужгород Школа №8,Ужгород 4 , Закарпатська область  м. Ужгород  вул. Академіка Корольова  4 , м. Ужгород  вул. Академіка Корольова  4 
12138,Ужгород Школа №10,Ужгород 24 , Закарпатська область  м. Ужгород  вул. Православна набережна  24 , м. Ужгород  вул. Православна набережна  24 
12139,Ужгород Школа №12,"Ужгород 17 ""А"" "," Закарпатська область  м. Ужгород  вул. Заньковецької  17 ""А"" "," м. Ужгород  вул. Заньковецької  17 ""А"" "
12140,Ужгород Школа №15,Ужгород 13 А , Закарпатська область  м. Ужгород  вул. Заньковецької  13 А , м. Ужгород  вул. Заньковецької  13 А 
12141,Ужгород Школа №16,Ужгород 24 , Закарпатська область  м. Ужгород  вул. Юрія Жатковича  24 , м. Ужгород  вул. Юрія Жатковича  24 
12142,Ужгород Школа №19,Ужгород 66 , Закарпатська область  м. Ужгород  вул. Заньковецької  66 , м. Ужгород  вул. Заньковецької  66 
12143,Ужгород Школа №11,Ужгород 25 , Закарпатська область  м. Ужгород  наб. Православна  25 , м. Ужгород  наб. Православна  25 
12144,Ужгород Школа №20,Ужгород 3 , Закарпатська область  м. Ужгород  вул. Сільвая  3 , м. Ужгород  вул. Сільвая  3 
12231,Житомир Школа №1,Житомир 17 , Житомирська область  м. Житомир  вул. Леха Качинського  17 , м. Житомир  вул. Леха Качинського  17 
12232,Харків Школа №1,Харків вул. Михайла Гуревича 27, Харківська область  м. Харків  Київський район міста  вул. Михайла Гуревича  27, м. Харків  Київський район міста  вул. Михайла Гуревича  27
12235,Харків Школа №8,Харків вул. Василя Мельникова 10/5, Харківська область  м. Харків  Немишлянський район міста  вул. Василя Мельникова  10/5, м. Харків  Немишлянський район міста  вул. Василя Мельникова  10/5
12236,Харків Школа №9,Харків 20 , Харківська область  м. Харків  вул. Катаєва  20 , м. Харків  вул. Катаєва  20 
12237,Харків Школа №5,Харків 36-А , Харківська область  м. Харків  вул. Архітекторів  36-А , м. Харків  вул. Архітекторів  36-А 
12238,Харків Школа №13,Харків вул. Академіка Проскури 7, Харківська область  м. Харків  Київський район міста  вул. Академіка Проскури  7, м. Харків  Київський район міста  вул. Академіка Проскури  7
12239,Харків Школа №6,Харків 49 , Харківська область  м. Харків  вул. Франтішка Крала  49 , м. Харків  вул. Франтішка Крала  49 
12241,Харків Школа №11,Харків 3а , Харківська область  м. Харків  вул. Електровозна  3а , м. Харків  вул. Електровозна  3а 
12242,Харків Школа №7,Харків 222 , Харківська область  м. Харків  вул. Шевченко  222 , м. Харків  вул. Шевченко  222 
12248,Харків Школа №3,Харків просп. пр. Тракторобудівників 85-Д, Харківська область  м. Харків  Московський район міста  просп. пр. Тракторобудівників  85-Д, м. Харків  Московський район міста  просп. пр. Тракторобудівників  85-Д
12249,Харків Школа №2,Харків пров. Карпівський 21/23, Харківська область  м. Харків  Новобаварський район міста  пров. Карпівський  21/23, м. Харків  Новобаварський район міста  пров. Карпівський  21/23
12538,Житомир Школа №11,Житомир 110 , Житомирська область  м. Житомир  вул. Західна  110 , м. Житомир  вул. Західна  110 
12539,Житомир Школа №25,Житомир 84 а , Житомирська область  м. Житомир  вул. Бориса Тена  84 а , м. Житомир  вул. Бориса Тена  84 а 
12540,Житомир Школа №34,Житомир 13 , Житомирська область  м. Житомир  проїзд Ю. Кондратюка  13 , м. Житомир  проїзд Ю. Кондратюка  13 
12541,Житомир Школа №38,Житомир 10-А , Житомирська область  м. Житомир  вул. Святослава Ріхтера  10-А , м. Житомир  вул. Святослава Ріхтера  10-А 
12542,Житомир Школа №59,Житомир 32 , Житомирська область  м. Житомир  вул. Юрка Тютюнника  32 , м. Житомир  вул. Юрка Тютюнника  32 
12543,Житомир Школа №65,Житомир вул. Покровська 129-а, Житомирська область  м. Житомир  Богунський район міста  вул. Покровська  129-а, м. Житомир  Богунський район міста  вул. Покровська  129-а
12568,Житомир Школа №2,Житомир вул. пр-зд професора Арциховського 8, Житомирська область  м. Житомир  Корольовський район міста  вул. пр-зд професора Арциховського  8, м. Житомир  Корольовський район міста  вул. пр-зд професора Арциховського  8
12576,Харків Школа №12,Харків 1 , Харківська область  м. Харків  вул. Боротьби  1 , м. Харків  вул. Боротьби  1 
12963,Полтава Школа №30,Полтава вул. Курчатова 16/12, Полтавська область  м. Полтава  Київський район міста  вул. Курчатова  16/12, м. Полтава  Київський район міста  вул. Курчатова  16/12
12964,Полтава Школа №32,Полтава 8\9 , Полтавська область  м. Полтава  вул. Курчатова  8\9 , м. Полтава  вул. Курчатова  8\9 
12965,Полтава Школа №9,Полтава 3 , Полтавська область  м. Полтава  вул. Шведська  3 , м. Полтава  вул. Шведська  3 
12966,Полтава Школа №7,Полтава 2 , Полтавська область  м. Полтава  вул. Балакіна  2 , м. Полтава  вул. Балакіна  2 
12967,Полтава Школа №11,Полтава вул. Маршала Бірюзова 64, Полтавська область  м. Полтава  Київський район міста  вул. Маршала Бірюзова  64, м. Полтава  Київський район міста  вул. Маршала Бірюзова  64
12968,Полтава Школа №13,Полтава вул. Кучеренка 1/16, Полтавська область  м. Полтава  Київський район міста  вул. Кучеренка  1/16, м. Полтава  Київський район міста  вул. Кучеренка  1/16
12969,Полтава Школа №18,Полтава вул. Горького 56, Полтавська область  м. Полтава  Київський район міста  вул. Горького  56, м. Полтава  Київський район міста  вул. Горького  56
12970,Полтава Школа №24,Полтава 12 , Полтавська область  м. Полтава  вул. Шведська Могила  12 , м. Полтава  вул. Шведська Могила  12 
12971,Полтава Школа №25,Полтава 119 , Полтавська область  м. Полтава  вул. Шевченка  119 , м. Полтава  вул. Шевченка  119 
12972,Полтава ДНЗ №36,Полтава 2 , Полтавська область  м. Полтава  вул. Агітаційна  2 , м. Полтава  вул. Агітаційна  2 
12973,Полтава Школа №38,Полтава 74 , Полтавська область  м. Полтава  вул. Пушкіна  74 , м. Полтава  вул. Пушкіна  74 
12974,Полтава Школа №5,Полтава 64 , Полтавська область  м. Полтава  вул. Соборності  64 , м. Полтава  вул. Соборності  64 
12975,Полтава Школа №39,Полтава 30/80 , Полтавська область  м. Полтава  вул. Сінна  30/80 , м. Полтава  вул. Сінна  30/80 
12976,Полтава Школа №40,Полтава 7 , Полтавська область  м. Полтава  пров. Космічний  7 , м. Полтава  пров. Космічний  7 
12978,Полтава Школа №17,Полтава 15 , Полтавська область  м. Полтава  б-р Богдана  Хмельницького  15 , м. Полтава  б-р Богдана  Хмельницького  15 
12979,Полтава Школа №21,Полтава 19А , Полтавська область  м. Полтава  вул. Сакко  19А , м. Полтава  вул. Сакко  19А 
12980,Полтава Школа №15,Полтава 16 , Полтавська область  м. Полтава  вул. Тунельна  16 , м. Полтава  вул. Тунельна  16 
12981,Полтава Школа №35,Полтава 1 , Полтавська область  м. Полтава  вул. Холодноярський майдан  1 , м. Полтава  вул. Холодноярський майдан  1 
12982,Полтава Школа №12,Полтава 41 , Полтавська область  м. Полтава  вул. Підмонастирська  41 , м. Полтава  вул. Підмонастирська  41 
12983,Полтава Школа №2,Полтава 10 , Полтавська область  м. Полтава  вул. Анатолія Кукоби  10 , м. Полтава  вул. Анатолія Кукоби  10 
12984,Полтава Школа №20,Полтава 25 , Полтавська область  м. Полтава  вул. Анатолія Кукоби  25 , м. Полтава  вул. Анатолія Кукоби  25 
12985,Полтава Школа №22,Полтава 8 , Полтавська область  м. Полтава  вул. Низова  8 , м. Полтава  вул. Низова  8 
12986,Полтава Школа №37,Полтава 20 , Полтавська область  м. Полтава  б-р Б.Хмельницького  20 , м. Полтава  б-р Б.Хмельницького  20 
12987,Полтава Школа №28,Полтава 53 , Полтавська область  м. Полтава  вул. Івана Мазепи  53 , м. Полтава  вул. Івана Мазепи  53 
12988,Полтава Школа №31,Полтава вул. Героїв Сталінграда 5, Полтавська область  м. Полтава  Октябрський район міста  вул. Героїв Сталінграда  5, м. Полтава  Октябрський район міста  вул. Героїв Сталінграда  5
12989,Полтава Школа №33,Полтава 20 , Полтавська область  м. Полтава  вул. Героїв Сталінграда  20 , м. Полтава  вул. Героїв Сталінграда  20 
12990,Полтава Школа №6,Полтава 3 , Полтавська область  м. Полтава  вул. В.Чорновола  3 , м. Полтава  вул. В.Чорновола  3 
12991,Полтава Школа №10,Полтава 20/23 , Полтавська область  м. Полтава  вул. Пушкіна  20/23 , м. Полтава  вул. Пушкіна  20/23 
12992,Полтава Школа №19,Полтава 8 , Полтавська область  м. Полтава  вул. Івана Мазепи  8 , м. Полтава  вул. Івана Мазепи  8 
12993,Полтава Школа №23,Полтава 122 , Полтавська область  м. Полтава  вул. Європейська  122 , м. Полтава  вул. Європейська  122 
12994,Полтава Школа №26,Полтава 18 , Полтавська область  м. Полтава  вул. І. Мазепи  18 , м. Полтава  вул. І. Мазепи  18 
12995,Полтава Школа №27,Полтава 60 , Полтавська область  м. Полтава  вул. Європейська  60 , м. Полтава  вул. Європейська  60 
12996,Полтава Школа №34,Полтава 8 , Полтавська область  м. Полтава  б-р Євгена Коновальця  8 , м. Полтава  б-р Євгена Коновальця  8 
12997,Полтава Школа №4,Полтава 19 , Полтавська область  м. Полтава  вул. Шевченка  19 , м. Полтава  вул. Шевченка  19 
12998,Полтава Школа №8,Полтава 66 , Полтавська область  м. Полтава  вул. Патріарха Мстислава  66 , м. Полтава  вул. Патріарха Мстислава  66 
12999,Полтава Школа №29,Полтава 1 , Полтавська область  м. Полтава  вул. Алмазна  1 , м. Полтава  вул. Алмазна  1 
13000,Полтава Школа №3,Полтава 4 , Полтавська область  м. Полтава  вул. Вячеслава Чорновола  4 , м. Полтава  вул. Вячеслава Чорновола  4 
13001,Полтава Школа №14,Полтава 30 , Полтавська область  м. Полтава  вул. Пилипа Орлика  30 , м. Полтава  вул. Пилипа Орлика  30 
13002,Полтава Школа №1,Полтава 14 , Полтавська область  м. Полтава  вул. Шевченка  14 , м. Полтава  вул. Шевченка  14 
13003,Полтава ДНЗ №16,Полтава 16 , Полтавська область  м. Полтава  вул. Щепотьєва  16 , м. Полтава  вул. Щепотьєва  16 
13418,Чернігів Школа №1,Чернігів пр-т Миру 40, Чернігівська область  м. Чернігів  Деснянський район міста  пр-т Миру  40, м. Чернігів  Деснянський район міста  пр-т Миру  40
13419,Чернігів Школа №2,Чернігів 13 , Чернігівська область  м. Чернігів  вул. Савчука  13 , м. Чернігів  вул. Савчука  13 
13420,Чернігів Школа №3,Чернігів вул. Гетьмана Полуботка 14, Чернігівська область  м. Чернігів  Деснянський район міста  вул. Гетьмана Полуботка  14, м. Чернігів  Деснянський район міста  вул. Гетьмана Полуботка  14
13421,Чернігів Школа №4,Чернігів вул. Толстого 17, Чернігівська область  м. Чернігів  Новозаводський район міста  вул. Толстого  17, м. Чернігів  Новозаводський район міста  вул. Толстого  17
13422,Чернігів Школа №5,Чернігів вул. Соснова 23-А, Чернігівська область  м. Чернігів  Деснянський район міста  вул. Соснова  23-А, м. Чернігів  Деснянський район міста  вул. Соснова  23-А
13423,Чернігів Школа №6,Чернігів вул. Івана Мазепи 35, Чернігівська область  м. Чернігів  Новозаводський район міста  вул. Івана Мазепи  35, м. Чернігів  Новозаводський район міста  вул. Івана Мазепи  35
13424,Чернігів Школа №7,Чернігів 197 , Чернігівська область  м. Чернігів  просп. Перемоги  197 , м. Чернігів  просп. Перемоги  197 
13425,Чернігів Школа №9,Чернігів 21 , Чернігівська область  м. Чернігів  вул. О.Молодчого  21 , м. Чернігів  вул. О.Молодчого  21 
13426,Чернігів Школа №10,Чернігів вул. Попудренка 33, Чернігівська область  м. Чернігів  Новозаводський район міста  вул. Попудренка  33, м. Чернігів  Новозаводський район міста  вул. Попудренка  33
13427,Чернігів Школа №11,Чернігів просп. Миру 137, Чернігівська область  м. Чернігів  Деснянський район міста  просп. Миру  137, м. Чернігів  Деснянський район міста  просп. Миру  137
13428,Чернігів Школа №12,Чернігів вул. Доценка 22, Чернігівська область  м. Чернігів  Деснянський район міста  вул. Доценка  22, м. Чернігів  Деснянський район міста  вул. Доценка  22
13429,Чернігів Школа №13,Чернігів 40 , Чернігівська область  м. Чернігів  вул. Любецька  40 , м. Чернігів  вул. Любецька  40 
13430,Чернігів Школа №14,Чернігів 30 , Чернігівська область  м. Чернігів  вул. Текстильників  30 , м. Чернігів  вул. Текстильників  30 
13431,Чернігів Школа №15,Чернігів вул. Козацька 4-Б, Чернігівська область  м. Чернігів  Новозаводський район міста  вул. Козацька  4-Б, м. Чернігів  Новозаводський район міста  вул. Козацька  4-Б
13432,Чернігів Школа №16,Чернігів вул. Шевченка 93, Чернігівська область  м. Чернігів  Деснянський район міста  вул. Шевченка  93, м. Чернігів  Деснянський район міста  вул. Шевченка  93
13433,Чернігів Школа №17,Чернігів вул. Малясова 14, Чернігівська область  м. Чернігів  Новозаводський район міста  вул. Малясова  14, м. Чернігів  Новозаводський район міста  вул. Малясова  14
13434,Чернігів Школа №18,Чернігів вул. Гагаріна 24, Чернігівська область  м. Чернігів  Новозаводський район міста  вул. Гагаріна  24, м. Чернігів  Новозаводський район міста  вул. Гагаріна  24
13435,Чернігів Школа №19,Чернігів 76 , Чернігівська область  м. Чернігів  вул. Мстиславська  76 , м. Чернігів  вул. Мстиславська  76 
13436,Чернігів Школа №20,Чернігів вул. Коцюбинського 8, Чернігівська область  м. Чернігів  Новозаводський район міста  вул. Коцюбинського  8, м. Чернігів  Новозаводський район міста  вул. Коцюбинського  8
13437,Чернігів Школа №21,Чернігів вул. Гагаріна 27, Чернігівська область  м. Чернігів  Новозаводський район міста  вул. Гагаріна  27, м. Чернігів  Новозаводський район міста  вул. Гагаріна  27
13438,Чернігів Школа №22,Чернігів вул. Рокоссовського 45б, Чернігівська область  м. Чернігів  Деснянський район міста  вул. Рокоссовського  45б, м. Чернігів  Деснянський район міста  вул. Рокоссовського  45б
13439,Чернігів Школа №23,Чернігів 187 , Чернігівська область  м. Чернігів  вул. Шевченка  187 , м. Чернігів  вул. Шевченка  187 
13440,Чернігів Школа №24,Чернігів вул. Толстого 148, Чернігівська область  м. Чернігів  Новозаводський район міста  вул. Толстого  148, м. Чернігів  Новозаводський район міста  вул. Толстого  148
13441,Чернігів Школа №25,Чернігів вул. Доценка 29, Чернігівська область  м. Чернігів  Деснянський район міста  вул. Доценка  29, м. Чернігів  Деснянський район міста  вул. Доценка  29
13442,Чернігів Школа №27,Чернігів 4 , Чернігівська область  м. Чернігів  вул. Всіхсвятська  4 , м. Чернігів  вул. Всіхсвятська  4 
13443,Чернігів Школа №28,Чернігів 207 - А , Чернігівська область  м. Чернігів  просп. Миру  207 - А , м. Чернігів  просп. Миру  207 - А 
13444,Чернігів Школа №29,Чернігів 9 , Чернігівська область  м. Чернігів  вул. Доценка  9 , м. Чернігів  вул. Доценка  9 
13445,Чернігів Школа №30,Чернігів вул. Всіхсвятська 14, Чернігівська область  м. Чернігів  Деснянський район міста  вул. Всіхсвятська  14, м. Чернігів  Деснянський район міста  вул. Всіхсвятська  14
13446,Чернігів Школа №31,Чернігів вул. Доценка 29, Чернігівська область  м. Чернігів  Деснянський район міста  вул. Доценка  29, м. Чернігів  Деснянський район міста  вул. Доценка  29
13447,Чернігів Школа №32,Чернігів вул. Шевчука 11, Чернігівська область  м. Чернігів  Новозаводський район міста  вул. Шевчука  11, м. Чернігів  Новозаводський район міста  вул. Шевчука  11
13448,Чернігів Школа №33,Чернігів просп. Миру 207Б, Чернігівська область  м. Чернігів  Деснянський район міста  просп. Миру  207Б, м. Чернігів  Деснянський район міста  просп. Миру  207Б
13449,Чернігів Школа №34,Чернігів вул. Текстильників 27, Чернігівська область  м. Чернігів  Новозаводський район міста  вул. Текстильників  27, м. Чернігів  Новозаводський район міста  вул. Текстильників  27
13450,Чернігів Школа №35,Чернігів 42-А , Чернігівська область  м. Чернігів  вул. Незалежності  42-А , м. Чернігів  вул. Незалежності  42-А 
13451,Чернігів Школа №36,Чернігів вул. Захисників України 14а, Чернігівська область  м. Чернігів  Деснянський район міста  вул. Захисників України  14а, м. Чернігів  Деснянський район міста  вул. Захисників України  14а
13573,Полтава Школа №41,Полтава 12 , Полтавська область  м. Полтава  пров. Давидовського  12 , м. Полтава  пров. Давидовського  12 
13574,Полтава Школа №42,Полтава вул. Уютна 4, Полтавська область  м. Полтава  Київський район міста  вул. Уютна  4, м. Полтава  Київський район міста  вул. Уютна  4
13575,Полтава Школа №43,Полтава 20 , Полтавська область  м. Полтава  вул. Стрітенська  20 , м. Полтава  вул. Стрітенська  20 
13576,Полтава Школа №45,Полтава вул. Грушевського 17 б, Полтавська область  м. Полтава  Октябрський район міста  вул. Грушевського  17 б, м. Полтава  Октябрський район міста  вул. Грушевського  17 б
13577,Полтава Школа №44,Полтава 31 а , Полтавська область  м. Полтава  вул. Кагамлика  31 а , м. Полтава  вул. Кагамлика  31 а 
13578,Полтава Школа №46,Полтава 11 , Полтавська область  м. Полтава  вул. Ціолковського  11 , м. Полтава  вул. Ціолковського  11 
14073,Одеса Школа №27,Одеса вул. Люстдорфська дорога 33, Одеська область  м. Одеса  Київський район міста  вул. Люстдорфська дорога  33, м. Одеса  Київський район міста  вул. Люстдорфська дорога  33
14074,Одеса Школа №28,Одеса вул. Академіка Філатова 13в, Одеська область  м. Одеса  Київський район міста  вул. Академіка Філатова  13в, м. Одеса  Київський район міста  вул. Академіка Філатова  13в
14075,Одеса Школа №9,Одеса просп. Академіка Глушка 1-Г, Одеська область  м. Одеса  Київський район міста  просп. Академіка Глушка  1-Г, м. Одеса  Київський район міста  просп. Академіка Глушка  1-Г
14076,Одеса Школа №33,Одеса 8 , Одеська область  м. Одеса  вул. Космонавта Комарова  8 , м. Одеса  вул. Космонавта Комарова  8 
14077,Одеса Школа №51,Одеса вул. Люстдорфська дор. 60, Одеська область  м. Одеса  Київський район міста  вул. Люстдорфська дор.  60, м. Одеса  Київський район міста  вул. Люстдорфська дор.  60
14078,Одеса Школа №55,Одеса вул. Ільфа і Петрова 25, Одеська область  м. Одеса  Київський район міста  вул. Ільфа і Петрова  25, м. Одеса  Київський район міста  вул. Ільфа і Петрова  25
14079,Одеса Школа №63,Одеса вул. Академіка Корольова 12, Одеська область  м. Одеса  Київський район міста  вул. Академіка Корольова  12, м. Одеса  Київський район міста  вул. Академіка Корольова  12
14080,Одеса Школа №65,Одеса вул. Ак.Корольова 90, Одеська область  м. Одеса  Київський район міста  вул. Ак.Корольова  90, м. Одеса  Київський район міста  вул. Ак.Корольова  90
14081,Одеса Школа №72,Одеса вул. Ілдьфа та Петрова  15-а, Одеська область  м. Одеса  Київський район міста  вул. Ілдьфа та Петрова   15-а, м. Одеса  Київський район міста  вул. Ілдьфа та Петрова   15-а
14082,Одеса Школа №78,Одеса вул. Люстдорфська дорога 152, Одеська область  м. Одеса  Київський район міста  вул. Люстдорфська дорога  152, м. Одеса  Київський район міста  вул. Люстдорфська дорога  152
14083,Одеса Школа №80,Одеса вул. Ільфа і Петрова 13/1, Одеська область  м. Одеса  Київський район міста  вул. Ільфа і Петрова  13/1, м. Одеса  Київський район міста  вул. Ільфа і Петрова  13/1
14084,Одеса Школа №81,Одеса вул. Фонтанська дорога 26, Одеська область  м. Одеса  Київський район міста  вул. Фонтанська дорога  26, м. Одеса  Київський район міста  вул. Фонтанська дорога  26
14085,Одеса Школа №82,Одеса 12 - А , Одеська область  м. Одеса  просп. Маршала Жукова  12 - А , м. Одеса  просп. Маршала Жукова  12 - А 
14086,Одеса Школа №6,Одеса 43 корпус 2а , Одеська область  м. Одеса  вул. Олександра Невського  43 корпус 2а , м. Одеса  вул. Олександра Невського  43 корпус 2а 
14087,Одеса Школа №84,Одеса вул. пр.Академіка Глушка 1/6, Одеська область  м. Одеса  Київський район міста  вул. пр.Академіка Глушка  1/6, м. Одеса  Київський район міста  вул. пр.Академіка Глушка  1/6
14088,Одеса Школа №85,Одеса просп. Свободи 91, Одеська область  м. Одеса  Київський район міста  просп. Свободи  91, м. Одеса  Київський район міста  просп. Свободи  91
14089,Одеса Школа №86,Одеса 79 , Одеська область  м. Одеса  вул. Академіка Вільямса  79 , м. Одеса  вул. Академіка Вільямса  79 
14090,Одеса Школа №89,Одеса 45 , Одеська область  м. Одеса  вул. Ільфа і Петрова  45 , м. Одеса  вул. Ільфа і Петрова  45 
14091,Одеса Школа №106,Одеса пров. Дачний 1, Одеська область  м. Одеса  Київський район міста  пров. Дачний  1, м. Одеса  Київський район міста  пров. Дачний  1
14092,Одеса ДНЗ №263,Одеса вул. Ак. Вільямса 54а, Одеська область  м. Одеса  Київський район міста  вул. Ак. Вільямса  54а, м. Одеса  Київський район міста  вул. Ак. Вільямса  54а
14093,Одеса ДНЗ №310,Одеса 85 , Одеська область  м. Одеса  вул. Академіка  Вільямса  85 , м. Одеса  вул. Академіка  Вільямса  85 
14094,Одеса Школа №111,Одеса 17 , Одеська область  м. Одеса  пл. Молоді  17 , м. Одеса  пл. Молоді  17 
14097,Одеса ДНЗ №275,Одеса вул. Архітекторська 20/2, Одеська область  м. Одеса  Київський район міста  вул. Архітекторська  20/2, м. Одеса  Київський район міста  вул. Архітекторська  20/2
14099,Одеса Школа №75,Одеса вул. Садова 4, Одеська область  м. Одеса  Приморський район міста  вул. Садова  4, м. Одеса  Приморський район міста  вул. Садова  4
14104,Херсон Школа №1,Херсон вул. Ярослава Мудрого 4, Херсонська область  м. Херсон  Суворовський район міста  вул. Ярослава Мудрого  4, м. Херсон  Суворовський район міста  вул. Ярослава Мудрого  4
14214,Одеса Школа №3,Одеса вул. Дача Ковалевського 18, Одеська область  м. Одеса  Київський район міста  вул. Дача Ковалевського  18, м. Одеса  Київський район міста  вул. Дача Ковалевського  18
14215,Одеса Школа №6,Одеса вул. Ясіновського 3а, Одеська область  м. Одеса  Приморський район міста  вул. Ясіновського  3а, м. Одеса  Приморський район міста  вул. Ясіновського  3а
14216,Одеса Школа №7,Одеса 23 , Одеська область  м. Одеса  вул. Авдєєва-Чорноморського  23 , м. Одеса  вул. Авдєєва-Чорноморського  23 
14217,Одеса Школа №34,Одеса 3 , Одеська область  м. Одеса  вул. Львівська  3 , м. Одеса  вул. Львівська  3 
14218,Одеса Школа №87,Одеса 5 , Одеська область  м. Одеса  вул. Львівська  5 , м. Одеса  вул. Львівська  5 
14219,Одеса Школа №88,Одеса просп. Проспект Свободи 97, Одеська область  м. Одеса  Київський район міста  просп. Проспект Свободи  97, м. Одеса  Київський район міста  просп. Проспект Свободи  97
14220,Одеса Школа №91,Одеса 1 , Одеська область  м. Одеса  вул. Рєпіна  1 , м. Одеса  вул. Рєпіна  1 
14221,Одеса ДНЗ №93,Одеса вул. Терешкової 25-А, Одеська область  м. Одеса  Малиновський район міста  вул. Терешкової  25-А, м. Одеса  Малиновський район міста  вул. Терешкової  25-А
14222,Одеса Школа №97,Одеса вул. 411 Батареї 2, Одеська область  м. Одеса  Київський район міста  вул. 411 Батареї  2, м. Одеса  Київський район міста  вул. 411 Батареї  2
14255,Львів Школа №1,Львів вул. Остроградських 1, Львівська область  м. Львів  Франківський район міста  вул. Остроградських  1, м. Львів  Франківський район міста  вул. Остроградських  1
14258,Львів Школа №100,Львів 119 , Львівська область  м. Львів  вул. Івана Франка  119 , м. Львів  вул. Івана Франка  119 
14282,Херсон ДНЗ №56,Херсон 9 , Херсонська область  м. Херсон  вул. 49 Гвардійської дивізії  9 , м. Херсон  вул. 49 Гвардійської дивізії  9 
14300,Львів Школа №17,Львів 1-3 , Львівська область  м. Львів  вул. Мельника  1-3 , м. Львів  вул. Мельника  1-3 
14341,Київ Школа №15,Київ вул. Васильківська 12 а, м.Київ  Голосіївський  Голосіївський район міста  вул. Васильківська  12 а, Голосіївський  Голосіївський район міста  вул. Васильківська  12 а
